Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
2608 Dryades St,2608 Dryades St,Temporary STR,3,6,04/23/2019 11:59:59 PM,"(29.9341622412945, -90.0864199318857)",3675773.93924,523698.67641
2816 First Street,2816 First Street,Accessory STR,3,6,09/05/2019 11:59:59 PM,"(29.9428959586314, -90.0903550236364)",3674493.1572,526861.03622
1720 Dufossat St,1720 Dufossat St,Accessory STR,1,2,08/06/2019 11:59:59 PM,"(29.929853344496, -90.1107219279546)",3668093.66996,522048.85836
1235 Marigny St,1235 Marigny St,Accessory STR,2,4,05/14/2019 11:59:59 PM,"(29.9704126981382, -90.0555495524237)",3685404.25685,536988.3721
2616 Royal St,2616 Royal St,Temporary STR,3,6,05/14/2019 11:59:59 PM,"(29.9646240603595, -90.0509576895153)",3686881.62626,534899.65127
4141 Orleans Ave,4141 Orleans Ave,Temporary STR,1,2,05/09/2019 11:59:59 PM,"(29.9805456756683, -90.0965922937097)",3672370.0779,540530.53684
1127 Thalia St,1127 Thalia St,Accessory STR,3,6,05/18/2019 11:59:59 PM,"(29.9384893651292, -90.0719726979089)",3680332.37288,525322.25689
5525 Laurel St,5525 Laurel St,Temporary STR,3,6,05/31/2019 11:59:59 PM,"(29.9185539649309, -90.1174370441834)",3666010.34772,517917.35346
1228 Annunciation St,1228 Annunciation St,Accessory STR,2,4,08/23/2019 11:59:59 PM,"(29.9381591291695, -90.0685494142903)",3681417.87925,525214.12224
611 Julia Street #Apt F,611 Julia Street #Apt F,Commercial STR,1,2,06/19/2019 11:59:59 PM,"(29.9458569618149, -90.0708644131545)",3680653.85723,528005.24813
1030 Kerlerec St Unit #3,1030 Kerlerec St Unit #3,Commercial STR,2,4,10/26/2019 11:59:59 PM,"(29.9663743089303, -90.0626514949337)",3683172.02274,535494.85831
2644 Lepage St,2644 Lepage St,Accessory STR,1,2,05/17/2019 11:59:59 PM,"(29.977557610291, -90.0783584598452)",3678154.35317,539506.72366
6314 Annunciation St,6314 Annunciation St,Accessory STR,1,2,09/06/2019 11:59:59 PM,"(29.9200237871487, -90.1276356119891)",3662774.09594,518417.69785
2335 Esplanade Ave Apt B,2335 Esplanade Ave Apt B,Temporary STR,1,2,05/30/2019 11:59:59 PM,"(29.9742475980869, -90.0752983632635)",3679136.34607,538313.7003
212 Loyola Ave 1405,212 Loyola Ave 1405,Commercial STR,1,2,05/09/2019 11:59:59 PM,"(29.9541391584675, -90.0748011227686)",3679374.08296,531003.24538
1221 Desire St,1221 Desire St,Temporary STR,2,4,04/25/2019 11:59:59 PM,"(29.968218405079, -90.0399493061527)",3690352.39312,536245.8619
4811 Tchoupitoulas St,4811 Tchoupitoulas St,Commercial STR,3,6,04/04/2019 11:59:59 PM,"(29.916960900585, -90.1060640395867)",3669619.20602,517376.46521
3303 St Claude Ave 9 Finch Street,3303 St Claude Ave 9 Finch Street,Commercial STR,3,6,09/04/2019 11:59:59 PM,"(29.9672395521165, -90.0413747050505)",3689905.10723,535884.82388
1686 Gentilly Blvd,1686 Gentilly Blvd,Temporary STR,1,2,06/04/2019 11:59:59 PM,"(29.9827758083179, -90.0768145502412)",3678622.32219,541409.61768
7220 Sycamore St,7220 Sycamore St,Accessory STR,2,4,04/24/2019 11:59:59 PM,"(29.9504457815461, -90.1172089465961)",3665959.51904,529515.1817
2011 N Rampart St,2011 N Rampart St,Temporary STR,,,04/19/2019 11:59:59 PM,"(29.9674988269501, -90.058881661778)",3684361.07573,535917.03092
301 Magazine St 301,301 Magazine St 301,Commercial STR,2,4,09/12/2019 11:59:59 PM,"(29.9504496167084, -90.0678739308762)",3681582.45248,529685.75175
2405 Verbena St,2405 Verbena St,Accessory STR,3,6,07/13/2019 11:59:59 PM,"(30.0000517031593, -90.0543271812333)",3685670.96252,547770.55637
1414 St Anthony St,1414 St Anthony St,Temporary STR,4,8,06/23/2019 11:59:59 PM,"(29.9716880120389, -90.061918575997)",3683382.63868,537429.69332
1722 Pauger St Apt 1,1722 Pauger St Apt 1,Commercial STR,2,4,05/09/2019 11:59:59 PM,"(29.9678056378362, -90.0606874618488)",3683788.09231,536022.2441
2512 Constance St,2512 Constance St,Accessory STR,1,2,07/18/2019 11:59:59 PM,"(29.9264871498038, -90.0796890828178)",3677936.28232,520930.99762
2240 St Claude Ave,2240 St Claude Ave,Commercial STR,3,6,05/14/2019 11:59:59 PM,"(29.9685229052587, -90.0556498062537)",3685380.17858,536300.81927
723 Gallier St,723 Gallier St,Temporary STR,3,6,04/21/2019 11:59:59 PM,"(29.9629679472499, -90.0405898154906)",3690171.14019,534334.31578
2461 Burgundy St,2461 Burgundy St,Accessory STR,2,4,11/06/2019 11:59:59 PM,"(29.9669631910841, -90.0525858116796)",3686356.6157,535744.47975
3419 N Roman St,3419 N Roman St,Temporary STR,3,6,04/09/2019 11:59:59 PM,"(29.973933225442, -90.0379287113341)",3690968.64506,538331.2066
2015 Lombard St,2015 Lombard St,Accessory STR,3,6,06/01/2019 11:59:59 PM,"(30.0040322330906, -90.0638189231211)",3682650.67368,549184.62344
2903 Coliseum St,2903 Coliseum St,Temporary STR,2,4,05/30/2019 11:59:59 PM,"(29.9278699050419, -90.0858050556479)",3675993.59592,521412.67436
1207 Carondelet St Unit A,1207 Carondelet St Unit A,Commercial STR,1,2,04/26/2019 11:59:59 PM,"(29.9419213428785, -90.0753380873919)",3679252.82575,526558.53145
4428 Fontainebleau Dr,4428 Fontainebleau Dr,Accessory STR,1,2,04/03/2019 11:59:59 PM,"(29.9505384253142, -90.1077403176295)",3668957.60071,529580.81792
2312 Urquhart St,2312 Urquhart St,Accessory STR,2,4,06/06/2019 11:59:59 PM,"(29.9706092930083, -90.0541293931694)",3685853.08982,537064.87815
1544 Camp St Apt 1,1544 Camp St Apt 1,Temporary STR,2,4,04/12/2019 11:59:59 PM,"(29.9334766679409, -90.0739047384329)",3679740.51522,523492.72851
4425 Eden St,4425 Eden St,Temporary STR,2,4,04/11/2019 11:59:59 PM,"(29.9537878222597, -90.1049815443041)",3669818.55655,530771.77683
713 Louisa St,713 Louisa St,Accessory STR,2,4,07/13/2019 11:59:59 PM,"(29.9633974931051, -90.0435125880034)",3689243.94646,534480.08525
4615 S Carrollton Ave,4615 S Carrollton Ave,Commercial STR,5,10,08/23/2019 11:59:59 PM,"(29.9733444256838, -90.1022435519696)",3670609.16398,537892.61479
1919 Pauger St 1919,1919 Pauger St 1919,Temporary STR,4,8,04/23/2019 11:59:59 PM,"(29.9698188712742, -90.0602520491595)",3683917.81647,536755.86222
1215 Governor Nicholls Street,1215 Governor Nicholls Street,Temporary STR,2,4,05/24/2019 11:59:59 PM,"(29.9656378765843, -90.0660428780956)",3682101.20751,535215.17223
334 Carondelet St 404,334 Carondelet St 404,Commercial STR,1,2,04/17/2019 11:59:59 PM,"(29.9509790775741, -90.0713903595657)",3680466.78498,529866.00231
2807 D'abadie Street,2807 D'abadie Street,Accessory STR,,,04/11/2019 11:59:59 PM,"(29.9823584722776, -90.0758509776086)",3678929.02344,541261.20449
5465 Hawthorne Pl,5465 Hawthorne Pl,Accessory STR,1,2,04/09/2019 11:59:59 PM,"(29.989252788846, -90.1108723231599)",3667815.59201,543648.27873
5920 Magazine St,5920 Magazine St,Commercial STR,2,4,06/09/2019 11:59:59 PM,"(29.9217719093343, -90.1204542651627)",3665042.18861,519077.38751
800 St. Charles Unit 201,800 St. Charles Unit 201,Commercial STR,2,4,07/13/2019 11:59:59 PM,"(29.9457478552632, -90.0715922706579)",3680423.79291,527963.03411
332 Slidell St,332 Slidell St,Accessory STR,1,2,04/24/2019 11:59:59 PM,"(29.9476562135425, -90.052708271986)",3686396.30844,528723.32621
2630 Clara St,2630 Clara St,Temporary STR,3,6,04/09/2019 11:59:59 PM,"(29.9410715581144, -90.0921311007129)",3673937.86964,526191.51942
1024 Delaronde St,1024 Delaronde St,Temporary STR,2,4,05/03/2019 11:59:59 PM,"(29.9543661954193, -90.0451237781914)",3688770.72009,531190.2393
1919 Sophie Wright Pl Unit 9,1919 Sophie Wright Pl Unit 9,Commercial STR,1,2,04/19/2019 11:59:59 PM,"(29.9319265623763, -90.074605765637)",3679524.67522,522926.61461
2110 Burgundy St,2110 Burgundy St,Commercial STR,3,6,05/02/2019 11:59:59 PM,"(29.966345422792, -90.0575850028528)",3684776.28769,535502.17895
2221 Feather Rock Rd,2221 Feather Rock Rd,Commercial STR,3,6,05/29/2019 11:59:59 PM,"(29.9352792594435, -90.109506047754)",3668457.71008,524026.03393
1214 Kerlerec St,1214 Kerlerec St,Temporary STR,2,4,05/22/2019 11:59:59 PM,"(29.9674500511578, -90.0642144466829)",3682672.82959,535880.55393
2106 N Broad St,2106 N Broad St,Temporary STR,3,6,04/18/2019 11:59:59 PM,"(29.9852828181231, -90.0696139623218)",3680891.73941,542346.33083
611 Julia St Unit C,611 Julia St Unit C,Commercial STR,1,2,06/19/2019 11:59:59 PM,"(29.9458566248159, -90.070864417418)",3680653.85723,528005.12557
1908 Esplanade Ave,1908 Esplanade Ave,Temporary STR,3,6,06/18/2019 11:59:59 PM,"(29.9712217542197, -90.0716011372483)",3680318.98344,537226.25908
2334 Joliet St Unit A,2334 Joliet St Unit A,Accessory STR,2,4,12/09/2019 11:59:59 PM,"(29.9583596084411, -90.124555206611)",3663602.81,532368.34
2020 N Roman St,2020 N Roman St,Accessory STR,3,6,04/05/2019 11:59:59 PM,"(29.9754353840206, -90.0592304213118)",3684218.5622,538801.83169
223 S Salcedo St,223 S Salcedo St,Temporary STR,4,8,05/07/2019 11:59:59 PM,"(29.9669865274126, -90.0927681021733)",3673634.1042,535612.99335
4200 Prytania St,4200 Prytania St,Temporary STR,5,10,06/12/2019 11:59:59 PM,"(29.9249728020851, -90.0996609748836)",3671616.18337,520311.66489
5033 Tchoupitoulas St,5033 Tchoupitoulas St,Commercial STR,2,4,12/18/2019 11:59:59 PM,"(29.9166563708261, -90.1101177164627)",3668336.27527,517251.99615
1522 St Charles Ave,1522 St Charles Ave,Commercial STR,2,4,05/08/2019 11:59:59 PM,"(29.9384178811252, -90.0756043057065)",3679182.49905,525283.61979
1131 Fourth St,1131 Fourth St,Temporary STR,5,10,03/31/2019 11:59:59 PM,"(29.9273401987844, -90.0819456757642)",3677218.12718,521233.3838
2009 Law St,2009 Law St,Temporary STR,5,10,06/02/2019 11:59:59 PM,"(29.9834666096761, -90.0647734002545)",3682431.37602,541702.81998
1015 Touro St,1015 Touro St,Temporary STR,3,6,04/05/2019 11:59:59 PM,"(29.9677744830504, -90.0591084793133)",3684288.14709,536016.47105
3427 Desaix Blvd,3427 Desaix Blvd,Accessory STR,2,4,04/02/2019 11:59:59 PM,"(29.9893054776928, -90.0830792996617)",3676613.19726,543762.36641
3041 Burgundy St,3041 Burgundy St,Accessory STR,1,2,04/18/2019 11:59:59 PM,"(29.9658233193488, -90.045613611157)",3688568.79017,535354.72205
1212 Joliet St,1212 Joliet St,Accessory STR,1,2,08/21/2019 11:59:59 PM,"(29.9504228505938, -90.1329870903731)",3660963.11699,529454.15763
1220 Pleasant St,1220 Pleasant St,Accessory STR,3,6,06/20/2019 11:59:59 PM,"(29.9249112373103, -90.0881431545717)",3675264.71323,520328.74041
7933 Jeannette St,7933 Jeannette St,Accessory STR,1,2,11/28/2019 11:59:59 PM,"(29.9486963074818, -90.1263501909275)",3663071.44903,528848.3977
2223 Dauphine St,2223 Dauphine St,Temporary STR,3,6,05/04/2019 11:59:59 PM,"(29.9657136870382, -90.0558252744298)",3685336.01244,535278.66407
1839 Espalande Av C,1839 Espalande Av C,Temporary STR,1,2,06/13/2019 11:59:59 PM,"(29.9713954736549, -90.0709604894739)",3680521.11915,537291.66406
1307 Ursulines Ave,1307 Ursulines Ave,Temporary STR,2,4,04/02/2019 11:59:59 PM,"(29.9652819331857, -90.0673726580691)",3681681.60047,535081.08372
334 Carondelet St Unit 402,334 Carondelet St Unit 402,Temporary STR,2,4,04/02/2019 11:59:59 PM,"(29.9510212296015, -90.0711540111485)",3680541.46018,529882.15469
4618 Toulouse St,4618 Toulouse St,Accessory STR,1,2,04/02/2019 11:59:59 PM,"(29.982195038622, -90.1030176363461)",3670329.53326,541108.41256
318 N Galvez St,318 N Galvez St,Commercial STR,4,8,04/13/2019 11:59:59 PM,"(29.9639938486184, -90.0800865085499)",3677661.22664,534568.43591
212 Loyola Ave Unit 405,212 Loyola Ave Unit 405,Commercial STR,2,4,05/10/2019 11:59:59 PM,"(29.9540423681351, -90.0747110633647)",3679402.98763,530968.36207
1806 Jena St,1806 Jena St,Temporary STR,4,8,05/02/2019 11:59:59 PM,"(29.9286096210393, -90.1038173250183)",3670285.46183,521619.99519
719 France St,719 France St,Accessory STR,3,6,05/07/2019 11:59:59 PM,"(29.9614305786436, -90.0344451401661)",3692123.06083,533797.27559
1545 Sixth St Apt E,1545 Sixth St Apt E,Temporary STR,3,6,05/24/2019 11:59:59 PM,"(29.9299041589135, -90.0870184465862)",3675601.21806,522148.22041
841 Carondelet St,841 Carondelet St,Commercial STR,5,10,09/10/2019 11:59:59 PM,"(29.9453491606913, -90.073311311251)",3679880.99298,527812.06368
5723 Pheasant Ridge Lane,5723 Pheasant Ridge Lane,Temporary STR,4,8,05/24/2019 11:59:59 PM,"(29.914220820483, -90.0023051789812)",3702499.06417,516747.00543
933 N Claiborne Ave,933 N Claiborne Ave,Accessory STR,1,2,04/09/2019 11:59:59 PM,"(29.9664264269807, -90.0718057333732)",3680273.40565,535481.7842
600 Canal St Apt 206 APT 206,600 Canal St Apt 206 APT 206,Commercial STR,2,4,04/17/2019 11:59:59 PM,"(29.9524108115649, -90.0684971578497)",3681377.22304,530396.73507
2648 Orleans Ave,2648 Orleans Ave,Accessory STR,1,2,05/03/2019 11:59:59 PM,"(29.9702982707153, -90.0824768428116)",3676879.35528,536852.69313
8949 Jeannette St B,8949 Jeannette St B,Temporary STR,1,2,05/15/2019 11:59:59 PM,"(29.955706636297, -90.1350372100634)",3660293.80828,531368.7532
127 Carondelet,127 Carondelet,Commercial STR,1,2,04/12/2019 11:59:59 PM,"(29.9532430835889, -90.0706919417727)",3680678.87976,530691.71463
3105 St Claude Ave,3105 St Claude Ave,Commercial STR,3,6,05/30/2019 11:59:59 PM,"(29.9679516203902, -90.0438872345672)",3689106.68687,536134.79719
5340 Marigny St,5340 Marigny St,Accessory STR,1,2,05/30/2019 11:59:59 PM,"(30.0134970520142, -90.0593572956122)",3684024.51036,552642.07714
2213 Chartres St,2213 Chartres St,Commercial STR,3,6,04/24/2019 11:59:59 PM,"(29.9637938844079, -90.0559203544526)",3685313.69084,534580.21735
1635 Third St,1635 Third St,Temporary STR,4,8,04/02/2019 11:59:59 PM,"(29.932704088416, -90.0848383929895)",3676280.62491,523173.89337
2215 Josephine St,2215 Josephine St,Accessory STR,1,2,05/23/2019 11:59:59 PM,"(29.9401351559463, -90.084161493402)",3676465.55816,525878.43731
811 Opelousas Ave,811 Opelousas Ave,Accessory STR,,,04/02/2019 11:59:59 PM,"(29.9484746691578, -90.0478706600954)",3687924.93564,529038.10003
1630 N Galvez St,1630 N Galvez St,Accessory STR,2,4,09/28/2019 11:59:59 PM,"(29.9761348913012, -90.0693892427419)",3680999.57058,539020.57966
1429 Governor Nicholls St Apt 8,1429 Governor Nicholls St Apt 8,Temporary STR,2,4,05/16/2019 11:59:59 PM,"(29.9671314783307, -90.0676749724818)",3681578.45192,535752.59009
431 Slidell Street,431 Slidell Street,Accessory STR,2,4,07/12/2019 11:59:59 PM,"(29.9474654829669, -90.0514749216068)",3686787.65954,528658.33702
4118 S. Saratoga St.,4118 S. Saratoga St.,Accessory STR,1,2,04/20/2019 11:59:59 PM,"(29.9313976322631, -90.0996272073938)",3671601.72475,522648.08364
705 General Pershing St,705 General Pershing St,Temporary STR,2,4,05/25/2019 11:59:59 PM,"(29.9190611346839, -90.0999261171303)",3671555.33889,518161.06361
2412 George Nick Connor Dr,2412 George Nick Connor Dr,Temporary STR,2,4,05/30/2019 11:59:59 PM,"(29.9814003497883, -90.0687952524369)",3681166.49032,540937.37576
818 Elysian Fields Ave B,818 Elysian Fields Ave B,Commercial STR,1,2,05/24/2019 11:59:59 PM,"(29.9659938204526, -90.0570177393173)",3684957.31829,535376.32346
3430 Magazine Street,3430 Magazine Street,Commercial STR,2,4,09/07/2019 11:59:59 PM,"(29.9224670499802, -90.0896163536479)",3674807.72232,519434.87775
710 Kerlerec St A,710 Kerlerec St A,Temporary STR,2,4,05/08/2019 11:59:59 PM,"(29.9641714397177, -90.0596771751092)",3684122.65321,534704.26893
329 Pelican Ave,329 Pelican Ave,Accessory STR,2,4,08/16/2019 11:59:59 PM,"(29.9521851811095, -90.0525956328315)",3686413.57097,530370.62074
1634 Spain Street,1634 Spain Street,Accessory STR,2,4,05/14/2019 11:59:59 PM,"(29.9705295115128, -90.0519777627187)",3686534.63209,537043.47809
8130 Sycamore St Apt B,8130 Sycamore St Apt B,Temporary STR,1,2,05/06/2019 11:59:59 PM,"(29.9548587041538, -90.1230251804521)",3664100.73415,531100.38944
1614 Saint Roch Avenue,1614 Saint Roch Avenue,Accessory STR,3,6,11/02/2019 11:59:59 PM,"(29.9742750392085, -90.0528391673971)",3686246.68578,538402.4425
6643 E Hermes St,6643 E Hermes St,Temporary STR,5,10,10/23/2019 11:59:59 PM,"(30.0226490784683, -90.0156694779343)",3697812.07178,556126.46038
2030 Napoleon Ave,2030 Napoleon Ave,Accessory STR,2,4,04/02/2019 11:59:59 PM,"(29.9313081642384, -90.1028400197237)",3670584.47588,522604.60775
1418 Spain St,1418 Spain St,Temporary STR,3,6,05/22/2019 11:59:59 PM,"(29.9722446210947, -90.0536772789706)",3685989.59049,537661.14254
3620 Carondelet St,3620 Carondelet St,Accessory STR,1,2,04/24/2019 11:59:59 PM,"(29.9282743163231, -90.0948123324171)",3673139.02196,521528.78348
1804 Allen St,1804 Allen St,Temporary STR,2,4,06/11/2019 11:59:59 PM,"(29.9753650247284, -90.0645661652008)",3682529.60038,538757.50236
4516 Pitt St,4516 Pitt St,Accessory STR,3,6,06/03/2019 11:59:59 PM,"(29.9254578650157, -90.1038750389482)",3670279.47879,520473.70482
341 Baronne St Unit B,341 Baronne St Unit B,Commercial STR,2,4,04/05/2019 11:59:59 PM,"(29.9515162612679, -90.0728928223596)",3679988.85389,530056.10529
1319 Constance St.,1319 Constance St.,Temporary STR,2,4,06/09/2019 11:59:59 PM,"(29.9375932886171, -90.0703930973466)",3680836.23631,525001.92166
2011 Mandeville St,2011 Mandeville St,Temporary STR,2,4,04/02/2019 11:59:59 PM,"(29.9782149829138, -90.054857357276)",3685591.75382,539828.01895
811 Piety St,811 Piety St,Accessory STR,1,2,05/10/2019 11:59:59 PM,"(29.964119078322, -90.0423645777779)",3689604.48233,534746.57338
1210 Brooklyn Ave Lower Apt.,1210 Brooklyn Ave Lower Apt.,Accessory STR,1,2,05/10/2019 11:59:59 PM,"(29.9429774737711, -90.0529433755326)",3686340.86767,527021.13677
600 Canal St Apt 301 APT 301,600 Canal St Apt 301 APT 301,Commercial STR,2,4,04/17/2019 11:59:59 PM,"(29.9524642510024, -90.068486850989)",3681380.27234,530416.20364
2525 Magazine St,2525 Magazine St,Temporary STR,2,4,05/26/2019 11:59:59 PM,"(29.9273414402664, -90.0807046412053)",3677611.21198,521238.13036
2826 Baronne St,2826 Baronne St,Temporary STR,3,6,06/22/2019 11:59:59 PM,"(29.9322319771593, -90.0878215543681)",3675337.64411,522991.93388
1410 Gallier st,1410 Gallier st,Accessory STR,2,4,05/15/2019 11:59:59 PM,"(29.9698403572174, -90.0387384874877)",3690729.08982,536839.9922
108 Royal St Unit 2,108 Royal St Unit 2,Commercial STR,2,4,11/01/2019 11:59:59 PM,"(29.9534497702791, -90.0686253491878)",3681332.45954,530774.09058
334 Carondelet Street ##209 #209,334 Carondelet Street ##209 #209,Commercial STR,1,2,05/09/2019 11:59:59 PM,"(29.9508667800445, -90.0713439871213)",3680481.91941,529825.32853
3825 Elysian Fields Ave,3825 Elysian Fields Ave,Temporary STR,4,8,04/11/2019 11:59:59 PM,"(29.997388657276, -90.0586395691365)",3684316.8125,546786.9597
1145 Governor Nicholls St,1145 Governor Nicholls St,Temporary STR,2,4,05/21/2019 11:59:59 PM,"(29.9653473036228, -90.0656045454053)",3682241.16213,535111.04429
212 Loyola Ave Unit 608,212 Loyola Ave Unit 608,Commercial STR,1,2,06/25/2019 11:59:59 PM,"(29.9541272374316, -90.0746734729731)",3679414.55195,530999.35444
3323 Rosalie Aly,3323 Rosalie Aly,Accessory STR,1,2,06/14/2019 11:59:59 PM,"(29.966206695661, -90.0412138053955)",3689960.28592,535509.81402
1722 Pauger St,1722 Pauger St,Commercial STR,3,6,05/09/2019 11:59:59 PM,"(29.9678056378362, -90.0606874618488)",3683788.09231,536022.2441
6588 Catina St,6588 Catina St,Accessory STR,1,2,05/08/2019 11:59:59 PM,"(30.0110833296264, -90.1134443799967)",3666916.8978,551578.07669
"1819 Martin Luther King, Jr. Blvd","1819 Martin Luther King, Jr. Blvd",Commercial STR,1,2,04/20/2019 11:59:59 PM,"(29.940854286086, -90.0783559030226)",3678301.34184,526160.0304
4221 St Charles Ave Apt A,4221 St Charles Ave Apt A,Temporary STR,2,4,04/23/2019 11:59:59 PM,"(29.9269295334748, -90.100320134277)",3671399.73684,521020.9566
4027 Delgado,4027 Delgado,Accessory STR,1,2,07/03/2019 11:59:59 PM,"(29.9817088626477, -90.092022576904)",3673812.15438,540969.16008
1039 Constance St Unit 7,1039 Constance St Unit 7,Commercial STR,2,4,10/17/2019 11:59:59 PM,"(29.9417000436767, -90.0694329729966)",3681123.84565,526498.63904
316 N Galvez St,316 N Galvez St,Commercial STR,4,8,04/13/2019 11:59:59 PM,"(29.9639938486184, -90.0800865085499)",3677661.22664,534568.43591
15 Allard Blvd,15 Allard Blvd,Accessory STR,3,6,04/30/2019 11:59:59 PM,"(29.9826652393679, -90.0950367091883)",3672854.20788,541306.61179
3038 Grand Route Saint John Street,3038 Grand Route Saint John Street,Temporary STR,4,8,05/02/2019 11:59:59 PM,"(29.9809097103543, -90.0983575728792)",3671809.8075,540656.88667
725 Greenwood St,725 Greenwood St,Accessory STR,2,4,04/18/2019 11:59:59 PM,"(29.9872331001182, -90.1089119732276)",3668443.98484,542920.46485
1819 St Roch Ave,1819 St Roch Ave,Accessory STR,2,4,06/14/2019 11:59:59 PM,"(29.9764352642463, -90.0518218975905)",3686559.96155,539191.58145
4315 Palmyra St,4315 Palmyra St,Accessory STR,1,2,06/28/2019 11:59:59 PM,"(29.9748959080245, -90.1050396565101)",3669717.87438,538447.29422
2610 De Soto St,2610 De Soto St,Temporary STR,2,4,05/31/2019 11:59:59 PM,"(29.9766509234819, -90.0783937447902)",3678146.7935,539176.89523
920 N Derbigny St,920 N Derbigny St,Accessory STR,3,6,04/04/2019 11:59:59 PM,"(29.9665109542965, -90.0723605528681)",3680097.40085,535510.58791
3300 Conti St,3300 Conti St,Temporary STR,1,2,06/24/2019 11:59:59 PM,"(29.9718014933744, -90.0908295368776)",3674228.90292,537370.55015
322 Lafayette St Suite 228,322 Lafayette St Suite 228,Commercial STR,1,2,05/16/2019 11:59:59 PM,"(29.947355739933, -90.0666787898653)",3681973.35426,528564.88698
3839 Ulloa St Apt B,3839 Ulloa St Apt B,Commercial STR,1,2,06/14/2019 11:59:59 PM,"(29.9680573012065, -90.1028769337853)",3670429.28219,535967.85703
1736 N Rampart St,1736 N Rampart St,Commercial STR,1,2,11/19/2019 11:59:59 PM,"(29.9671491047979, -90.0621615188685)",3683324.03292,535778.32365
2307 Carondelet St,2307 Carondelet St,Accessory STR,3,6,05/15/2019 11:59:59 PM,"(29.934075202049, -90.0830832450026)",3676831.08686,523678.54137
2910 N Rampart St,2910 N Rampart St,Accessory STR,2,4,05/23/2019 11:59:59 PM,"(29.9668206996729, -90.0468700927812)",3688166.89052,535712.93741
502 Frenchmen St Apt B,502 Frenchmen St Apt B,Commercial STR,2,4,04/25/2019 11:59:59 PM,"(29.9626227495833, -90.0578225090809)",3684716.15765,534147.6402
2815 Ursulines Ave,2815 Ursulines Ave,Accessory STR,1,2,04/16/2019 11:59:59 PM,"(29.9754429350643, -90.081889358352)",3677044.92501,538725.52078
2815 Ursulines Ave,2815 Ursulines Ave,Accessory STR,1,2,04/16/2019 11:59:59 PM,"(29.9754429350643, -90.081889358352)",3677044.92501,538725.52078
2815 Ursulines Ave,2815 Ursulines Ave,Accessory STR,1,2,04/16/2019 11:59:59 PM,"(29.9754429350643, -90.081889358352)",3677044.92501,538725.52078
2815 Ursulines Ave,2815 Ursulines Ave,Accessory STR,1,2,04/16/2019 11:59:59 PM,"(29.9754429350643, -90.081889358352)",3677044.92501,538725.52078
1706 Jackson Ave 3,1706 Jackson Ave 3,Temporary STR,2,4,05/29/2019 11:59:59 PM,"(29.9350320033594, -90.0815762820202)",3677304.57467,524031.68
738 Mazant St,738 Mazant St,Temporary STR,3,6,04/04/2019 11:59:59 PM,"(29.9621548658347, -90.0355018259578)",3691785.49507,534056.86132
600 Canal St Apt 201 APT 201,600 Canal St Apt 201 APT 201,Commercial STR,2,4,04/17/2019 11:59:59 PM,"(29.9524585937847, -90.0684755130486)",3681383.88536,530414.1861
2613 N. Villere St,2613 N. Villere St,Accessory STR,1,2,05/22/2019 11:59:59 PM,"(29.9719596350349, -90.0488056577891)",3687533.10831,537574.76865
1629 Toledano St,1629 Toledano St,Temporary STR,,,04/06/2019 11:59:59 PM,"(29.929519654098, -90.0904545616988)",3674514.39444,521996.57907
206 S Solomon St,206 S Solomon St,Accessory STR,1,2,06/11/2019 11:59:59 PM,"(29.974485640988, -90.103162566108)",3670313.75041,538304.48033
1012 Elysian Fields Ave Apt 3,1012 Elysian Fields Ave Apt 3,Commercial STR,1,2,05/09/2019 11:59:59 PM,"(29.9678527852855, -90.057173367761)",3684900.51447,536051.76315
2201 General Taylor St,2201 General Taylor St,Temporary STR,5,10,04/09/2019 11:59:59 PM,"(29.9328809770467, -90.0978013997348)",3672174.19886,523193.71327
3823 Coliseum St,3823 Coliseum St,Accessory STR,1,2,04/04/2019 11:59:59 PM,"(29.9243627892848, -90.095534649613)",3672925.59969,520103.93766
2438 St Claude Ave Unit 204,2438 St Claude Ave Unit 204,Commercial STR,1,2,06/07/2019 11:59:59 PM,"(29.968686626014, -90.0511267800236)",3686811.55695,536376.35066
2822 General Pershing St,2822 General Pershing St,Temporary STR,5,10,07/04/2019 11:59:59 PM,"(29.9388139978427, -90.1021928671029)",3670760.12379,525336.20864
834 Independence St Apt B,834 Independence St Apt B,Temporary STR,1,2,06/07/2019 11:59:59 PM,"(29.9637820873258, -90.0389553055207)",3690685.32956,534636.20916
628 Kerlerec St,628 Kerlerec St,Temporary STR,2,4,05/08/2019 11:59:59 PM,"(29.9636391546084, -90.0590978108029)",3684308.24751,534512.74989
600 Canal St Apt 507 APT 507,600 Canal St Apt 507 APT 507,Commercial STR,1,2,04/17/2019 11:59:59 PM,"(29.9524434502954, -90.0685766058607)",3681351.93374,530408.32601
1737 Third St,1737 Third St,Accessory STR,2,4,04/20/2019 11:59:59 PM,"(29.9335374800004, -90.0854479494696)",3676084.26171,523474.84179
3530 CARONDELET ST,3530 CARONDELET ST,Temporary STR,2,4,05/09/2019 11:59:59 PM,"(29.9285162318961, -90.0938677889901)",3673437.24603,521619.98777
1524 Euterpe St Unit A,1524 Euterpe St Unit A,Temporary STR,1,2,06/05/2019 11:59:59 PM,"(29.9371425491017, -90.0758696882783)",3679103.53954,524818.94035
4218 Iberville St,4218 Iberville St,Accessory STR,2,4,08/03/2019 11:59:59 PM,"(29.9768269417118, -90.101992353765)",3670675.08417,539159.84814
